   7.800  0.00E+0000  1.280E+0001 -2.000E+0001
   7.850  0.00E+0000  1.284E+0001 -2.000E+0001
   7.900  0.00E+0000  1.289E+0001 -2.000E+0001
   7.950  0.00E+0000  1.293E+0001 -2.000E+0001
   8.000  0.00E+0000  1.297E+0001 -2.000E+0001
   8.050  0.00E+0000  1.301E+0001 -2.000E+0001
   8.100  0.00E+0000  1.305E+0001 -2.000E+0001
   8.150  0.00E+0000  1.309E+0001 -2.000E+0001
   8.200  0.00E+0000  1.313E+0001 -2.000E+0001
   8.250  0.00E+0000  1.317E+0001 -2.000E+0001
   8.300  0.00E+0000  1.321E+0001 -2.000E+0001
   8.350  0.00E+0000  1.324E+0001 -2.000E+0001
   8.400  0.00E+0000  1.328E+0001 -2.000E+0001
   8.450  0.00E+0000  1.332E+0001 -2.000E+0001
   8.500  0.00E+0000  1.335E+0001 -2.000E+0001
   8.550  0.00E+0000  1.339E+0001 -2.000E+0001
   8.600  0.00E+0000  1.342E+0001 -2.000E+0001
   8.650  0.00E+0000  1.345E+0001 -2.000E+0001
   8.700  0.00E+0000  1.348E+0001 -2.000E+0001
   8.750  0.00E+0000  1.352E+0001 -2.000E+0001
   8.800  0.00E+0000  1.355E+0001 -2.000E+0001
   8.850  0.00E+0000  1.358E+0001 -2.000E+0001
   8.900  0.00E+0000  1.361E+0001 -2.000E+0001
   8.950  0.00E+0000  1.364E+0001 -2.000E+0001
   9.000  0.00E+0000  1.367E+0001 -2.000E+0001
   9.050  0.00E+0000  1.370E+0001 -2.000E+0001
   9.100  0.00E+0000  1.373E+0001 -2.000E+0001
   9.150  0.00E+0000  1.375E+0001 -2.000E+0001
   9.200  0.00E+0000  1.378E+0001 -2.000E+0001
   9.250  0.00E+0000  1.381E+0001 -2.000E+0001
   9.300  0.00E+0000  1.383E+0001 -2.000E+0001
   9.350  0.00E+0000  1.386E+0001 -2.000E+0001
   9.400  0.00E+0000  1.389E+0001 -2.000E+0001
   9.450  0.00E+0000  1.391E+0001 -2.000E+0001
   9.500  0.00E+0000  1.394E+0001 -2.000E+0001
   9.550  0.00E+0000  1.396E+0001 -2.000E+0001
   9.600  0.00E+0000  1.398E+0001 -2.000E+0001
   9.650  0.00E+0000  1.401E+0001 -2.000E+0001
   9.700  0.00E+0000  1.403E+0001 -2.000E+0001
   9.750  0.00E+0000  1.405E+0001 -2.000E+0001
   9.800  0.00E+0000  1.407E+0001 -2.000E+0001
   9.850  0.00E+0000  1.409E+0001 -2.000E+0001
   9.900  0.00E+0000  1.412E+0001 -2.000E+0001
   9.950  0.00E+0000  1.414E+0001 -2.000E+0001
  10.000  0.00E+0000  1.416E+0001 -2.000E+0001
  10.050  0.00E+0000  1.418E+0001 -2.000E+0001
  10.100  0.00E+0000  1.420E+0001 -2.000E+0001
  10.150  0.00E+0000  1.422E+0001 -2.000E+0001
  10.200  0.00E+0000  1.423E+0001 -2.000E+0001
  10.250  0.00E+0000  1.425E+0001 -2.000E+0001
  10.300  0.00E+0000  1.427E+0001 -2.000E+0001
  10.350  0.00E+0000  1.429E+0001 -2.000E+0001
  10.400  0.00E+0000  1.431E+0001 -2.000E+0001
  10.450  0.00E+0000  1.432E+0001 -2.000E+0001
  10.500  0.00E+0000  1.434E+0001 -2.000E+0001
  10.550  0.00E+0000  1.436E+0001 -2.000E+0001
  10.600  0.00E+0000  1.437E+0001 -2.000E+0001
  10.650  0.00E+0000  1.439E+0001 -2.000E+0001
  10.700  0.00E+0000  1.441E+0001 -2.000E+0001
  10.750  0.00E+0000  1.442E+0001 -2.000E+0001
  10.800  0.00E+0000  1.444E+0001 -2.000E+0001
  10.850  0.00E+0000  1.445E+0001 -2.000E+0001
  10.900  0.00E+0000  1.447E+0001 -2.000E+0001
  10.950  0.00E+0000  1.448E+0001 -2.000E+0001
  11.000  0.00E+0000  1.449E+0001 -2.000E+0001
  11.050  0.00E+0000  1.451E+0001 -2.000E+0001
  11.100  0.00E+0000  1.452E+0001 -2.000E+0001
  11.150  0.00E+0000  1.453E+0001 -2.000E+0001
  11.200  0.00E+0000  1.455E+0001 -2.000E+0001
  11.250  0.00E+0000  1.456E+0001 -2.000E+0001
  11.300  0.00E+0000  1.457E+0001 -2.000E+0001
  11.350  0.00E+0000  1.458E+0001 -2.000E+0001
  11.400  0.00E+0000  1.460E+0001 -2.000E+0001
  11.450  0.00E+0000  1.461E+0001 -2.000E+0001
  11.500  0.00E+0000  1.462E+0001 -2.000E+0001
  11.550  0.00E+0000  1.463E+0001 -2.000E+0001
  11.600  0.00E+0000  1.464E+0001 -2.000E+0001
  11.650  0.00E+0000  1.465E+0001 -2.000E+0001
  11.700  0.00E+0000  1.466E+0001 -2.000E+0001
  11.750  0.00E+0000  1.467E+0001 -2.000E+0001
  11.800  0.00E+0000  1.469E+0001 -2.000E+0001
  11.850  0.00E+0000  1.470E+0001 -2.000E+0001
  11.900  0.00E+0000  1.471E+0001 -2.000E+0001
  11.950  0.00E+0000  1.472E+0001 -2.000E+0001
  12.000  0.00E+0000  1.472E+0001 -2.000E+0001
  12.050  0.00E+0000  1.473E+0001 -2.000E+0001
  12.100  0.00E+0000  1.474E+0001 -2.000E+0001
  12.150  0.00E+0000  1.475E+0001 -2.000E+0001
  12.200  0.00E+0000  1.476E+0001 -2.000E+0001
  12.250  0.00E+0000  1.477E+0001 -2.000E+0001
  12.300  0.00E+0000  1.478E+0001 -2.000E+0001
  12.350  0.00E+0000  1.479E+0001 -2.000E+0001
  12.400  0.00E+0000  1.480E+0001 -2.000E+0001
  12.450  0.00E+0000  1.480E+0001 -2.000E+0001
  12.500  0.00E+0000  1.481E+0001 -2.000E+0001
  12.550  0.00E+0000  1.482E+0001 -2.000E+0001
  12.600  0.00E+0000  1.483E+0001 -2.000E+0001
  12.650  0.00E+0000  1.483E+0001 -2.000E+0001
  12.700  0.00E+0000  1.484E+0001 -2.000E+0001
  12.750  0.00E+0000  1.485E+0001 -2.000E+0001
  12.800  0.00E+0000  1.486E+0001 -2.000E+0001
  12.850  0.00E+0000  1.486E+0001 -2.000E+0001
  12.900  0.00E+0000  1.487E+0001 -2.000E+0001
  12.950  0.00E+0000  1.488E+0001 -2.000E+0001
  13.000  0.00E+0000  1.488E+0001 -2.000E+0001
  13.050  0.00E+0000  1.489E+0001 -2.000E+0001
  13.100  0.00E+0000  1.490E+0001 -2.000E+0001
  13.150  0.00E+0000  1.490E+0001 -2.000E+0001
  13.200  0.00E+0000  1.491E+0001 -2.000E+0001
  13.250  0.00E+0000  1.491E+0001 -2.000E+0001
  13.300  0.00E+0000  1.492E+0001 -2.000E+0001
  13.350  0.00E+0000  1.492E+0001 -2.000E+0001
  13.400  0.00E+0000  1.493E+0001 -2.000E+0001
  13.450  0.00E+0000  1.494E+0001 -2.000E+0001
  13.500  0.00E+0000  1.494E+0001 -2.000E+0001
  13.550  0.00E+0000  1.495E+0001 -2.000E+0001
  13.600  0.00E+0000  1.495E+0001 -2.000E+0001
  13.650  0.00E+0000  1.496E+0001 -2.000E+0001
  13.700  0.00E+0000  1.496E+0001 -2.000E+0001
  13.750  0.00E+0000  1.497E+0001 -2.000E+0001
  13.800  0.00E+0000  1.497E+0001 -2.000E+0001
  13.850  0.00E+0000  1.498E+0001 -2.000E+0001
  13.900  0.00E+0000  1.498E+0001 -2.000E+0001
  13.950  0.00E+0000  1.499E+0001 -2.000E+0001
  14.000  0.00E+0000  1.499E+0001 -2.000E+0001
  14.050  0.00E+0000  1.499E+0001 -2.000E+0001
  14.100  0.00E+0000  1.500E+0001 -2.000E+0001
  14.150  0.00E+0000  1.500E+0001 -2.000E+0001
  14.200  0.00E+0000  1.501E+0001 -2.000E+0001
  14.250  0.00E+0000  1.501E+0001 -2.000E+0001
  14.300  0.00E+0000  1.501E+0001 -2.000E+0001
  14.350  0.00E+0000  1.502E+0001 -2.000E+0001
  14.400  0.00E+0000  1.502E+0001 -2.000E+0001
  14.450  0.00E+0000  1.503E+0001 -2.000E+0001
  14.500  0.00E+0000  1.503E+0001 -2.000E+0001
  14.550  0.00E+0000  1.503E+0001 -2.000E+0001
  14.600  0.00E+0000  1.504E+0001 -2.000E+0001
  14.650  0.00E+0000  1.504E+0001 -2.000E+0001
  14.700  0.00E+0000  1.504E+0001 -2.000E+0001
  14.750  0.00E+0000  1.505E+0001 -2.000E+0001
  14.800  0.00E+0000  1.505E+0001 -2.000E+0001
  14.850  0.00E+0000  1.505E+0001 -2.000E+0001
  14.900  0.00E+0000  1.506E+0001 -2.000E+0001
  14.950  0.00E+0000  1.506E+0001 -2.000E+0001
  15.000  0.00E+0000  1.506E+0001 -2.000E+0001
  15.050  0.00E+0000  1.507E+0001 -2.000E+0001
  15.100  0.00E+0000  1.507E+0001 -2.000E+0001
  15.150  0.00E+0000  1.507E+0001 -2.000E+0001
  15.200  0.00E+0000  1.507E+0001 -2.000E+0001
  15.250  0.00E+0000  1.508E+0001 -2.000E+0001
  15.300  0.00E+0000  1.508E+0001 -2.000E+0001
  15.350  0.00E+0000  1.508E+0001 -2.000E+0001
  15.400  0.00E+0000  1.508E+0001 -2.000E+0001
  15.450  0.00E+0000  1.509E+0001 -2.000E+0001
  15.500  0.00E+0000  1.509E+0001 -2.000E+0001
  15.550  0.00E+0000  1.509E+0001 -2.000E+0001
  15.600  0.00E+0000  1.509E+0001 -2.000E+0001
  15.650  0.00E+0000  1.510E+0001 -2.000E+0001
  15.700  0.00E+0000  1.510E+0001 -2.000E+0001
  15.750  0.00E+0000  1.510E+0001 -2.000E+0001
  15.800  0.00E+0000  1.510E+0001 -2.000E+0001
  15.850  0.00E+0000  1.511E+0001 -2.000E+0001
  15.900  0.00E+0000  1.511E+0001 -2.000E+0001
  15.950  0.00E+0000  1.511E+0001 -2.000E+0001
  16.000  0.00E+0000  1.511E+0001 -2.000E+0001
  16.050  0.00E+0000  1.478E+0001 -6.000E+0001
  16.100  0.00E+0000  1.446E+0001 -6.000E+0001
  16.150  0.00E+0000  1.414E+0001 -6.000E+0001
  16.200  0.00E+0000  1.384E+0001 -6.000E+0001
  16.250  0.00E+0000  1.354E+0001 -6.000E+0001
  16.300  0.00E+0000  1.325E+0001 -6.000E+0001
  16.350  0.00E+0000  1.296E+0001 -6.000E+0001
  16.400  0.00E+0000  1.269E+0001 -6.000E+0001
  16.450  0.00E+0000  1.242E+0001 -6.000E+0001
  16.500  0.00E+0000  1.215E+0001 -6.000E+0001
  16.550  0.00E+0000  1.190E+0001 -6.000E+0001
  16.600  0.00E+0000  1.165E+0001 -6.000E+0001
  16.650  0.00E+0000  1.140E+0001 -6.000E+0001
  16.700  0.00E+0000  1.117E+0001 -6.000E+0001
  16.750  0.00E+0000  1.093E+0001 -6.000E+0001
  16.800  0.00E+0000  1.071E+0001 -6.000E+0001
  16.850  0.00E+0000  1.049E+0001 -6.000E+0001
  16.900  0.00E+0000  1.027E+0001 -6.000E+0001
  16.950  0.00E+0000  1.006E+0001 -6.000E+0001
  17.000  0.00E+0000  9.859E+0000 -6.000E+0001
  17.050  0.00E+0000  9.659E+0000 -6.000E+0001
  17.100  0.00E+0000  9.464E+0000 -6.000E+0001
  17.150  0.00E+0000  9.273E+0000 -6.000E+0001
  17.200  0.00E+0000  9.087E+0000 -6.000E+0001
  17.250  0.00E+0000  8.906E+0000 -6.000E+0001
  17.300  0.00E+0000  8.729E+0000 -6.000E+0001
  17.350  0.00E+0000  8.556E+0000 -6.000E+0001
  17.400  0.00E+0000  8.387E+0000 -6.000E+0001
  17.450  0.00E+0000  8.222E+0000 -6.000E+0001
  17.500  0.00E+0000  8.061E+0000 -6.000E+0001
  17.550  0.00E+0000  7.904E+0000 -6.000E+0001
  17.600  0.00E+0000  7.751E+0000 -6.000E+0001
  17.650  0.00E+0000  7.601E+0000 -6.000E+0001
  17.700  0.00E+0000  7.455E+0000 -6.000E+0001
  17.750  0.00E+0000  7.312E+0000 -6.000E+0001
  17.800  0.00E+0000  7.172E+0000 -6.000E+0001
  17.850  0.00E+0000  7.036E+0000 -6.000E+0001
  17.900  0.00E+0000  6.903E+0000 -6.000E+0001
  17.950  0.00E+0000  6.773E+0000 -6.000E+0001
  18.000  0.00E+0000  6.646E+0000 -6.000E+0001
  18.050  0.00E+0000  6.522E+0000 -6.000E+0001
  18.100  0.00E+0000  6.401E+0000 -6.000E+0001
  18.150  0.00E+0000  6.283E+0000 -6.000E+0001
  18.200  0.00E+0000  6.167E+0000 -6.000E+0001
  18.250  0.00E+0000  6.054E+0000 -6.000E+0001
  18.300  0.00E+0000  5.943E+0000 -6.000E+0001
  18.350  0.00E+0000  5.835E+0000 -6.000E+0001
  18.400  0.00E+0000  5.730E+0000 -6.000E+0001
  18.450  0.00E+0000  5.627E+0000 -6.000E+0001
  18.500  0.00E+0000  5.526E+0000 -6.000E+0001
  18.550  0.00E+0000  5.427E+0000 -6.000E+0001
  18.600  0.00E+0000  5.331E+0000 -6.000E+0001
  18.650  0.00E+0000  5.237E+0000 -6.000E+0001
  18.700  0.00E+0000  5.144E+0000 -6.000E+0001
  18.750  0.00E+0000  5.054E+0000 -6.000E+0001
  18.800  0.00E+0000  4.966E+0000 -6.000E+0001
  18.850  0.00E+0000  4.880E+0000 -6.000E+0001
  18.900  0.00E+0000  4.796E+0000 -6.000E+0001
  18.950  0.00E+0000  4.713E+0000 -6.000E+0001
  19.000  0.00E+0000  4.633E+0000 -6.000E+0001
  19.050  0.00E+0000  4.554E+0000 -6.000E+0001
  19.100  0.00E+0000  4.477E+0000 -6.000E+0001
  19.150  0.00E+0000  4.401E+0000 -6.000E+0001
  19.200  0.00E+0000  4.328E+0000 -6.000E+0001
  19.250  0.00E+0000  4.255E+0000 -6.000E+0001
  19.300  0.00E+0000  4.185E+0000 -6.000E+0001
  19.350  0.00E+0000  4.116E+0000 -6.000E+0001
  19.400  0.00E+0000  4.048E+0000 -6.000E+0001
  19.450  0.00E+0000  3.982E+0000 -6.000E+0001
  19.500  0.00E+0000  3.917E+0000 -6.000E+0001
  19.550  0.00E+0000  3.853E+0000 -6.000E+0001
  19.600  0.00E+0000  3.791E+0000 -6.000E+0001
  19.650  0.00E+0000  3.730E+0000 -6.000E+0001
  19.700  0.00E+0000  3.671E+0000 -6.000E+0001
  19.750  0.00E+0000  3.613E+0000 -6.000E+0001
  19.800  0.00E+0000  3.556E+0000 -6.000E+0001
  19.850  0.00E+0000  3.500E+0000 -6.000E+0001
  19.900  0.00E+0000  3.445E+0000 -6.000E+0001
  19.950  0.00E+0000  3.392E+0000 -6.000E+0001
  20.000  0.00E+0000  3.339E+0000 -6.000E+0001
  20.050  0.00E+0000  3.288E+0000 -6.000E+0001
  20.100  0.00E+0000  3.237E+0000 -6.000E+0001
  20.150  0.00E+0000  3.188E+0000 -6.000E+0001
  20.200  0.00E+0000  3.140E+0000 -6.000E+0001
  20.250  0.00E+0000  3.092E+0000 -6.000E+0001
  20.300  0.00E+0000  3.046E+0000 -6.000E+0001
  20.350  0.00E+0000  3.001E+0000 -6.000E+0001
  20.400  0.00E+0000  2.956E+0000 -6.000E+0001
  20.450  0.00E+0000  2.913E+0000 -6.000E+0001
  20.500  0.00E+0000  2.870E+0000 -6.000E+0001
  20.550  0.00E+0000  2.828E+0000 -6.000E+0001
  20.600  0.00E+0000  2.787E+0000 -6.000E+0001
  20.650  0.00E+0000  2.747E+0000 -6.000E+0001
  20.700  0.00E+0000  2.707E+0000 -6.000E+0001
  20.750  0.00E+0000  2.669E+0000 -6.000E+0001
  20.800  0.00E+0000  2.631E+0000 -6.000E+0001
  20.850  0.00E+0000  2.594E+0000 -6.000E+0001
  20.900  0.00E+0000  2.557E+0000 -6.000E+0001
  20.950  0.00E+0000  2.522E+0000 -6.000E+0001
  21.000  0.00E+0000  2.487E+0000 -6.000E+0001
  21.050  0.00E+0000  2.452E+0000 -6.000E+0001
  21.100  0.00E+0000  2.419E+0000 -6.000E+0001
  21.150  0.00E+0000  2.386E+0000 -6.000E+0001
  21.200  0.00E+0000  2.353E+0000 -6.000E+0001
  21.250  0.00E+0000  2.322E+0000 -6.000E+0001
  21.300  0.00E+0000  2.290E+0000 -6.000E+0001
  21.350  0.00E+0000  2.260E+0000 -6.000E+0001
  21.400  0.00E+0000  2.230E+0000 -6.000E+0001
  21.450  0.00E+0000  2.201E+0000 -6.000E+0001
  21.500  0.00E+0000  2.172E+0000 -6.000E+0001
  21.550  0.00E+0000  2.143E+0000 -6.000E+0001
  21.600  0.00E+0000  2.116E+0000 -6.000E+0001
  21.650  0.00E+0000  2.088E+0000 -6.000E+0001
  21.700  0.00E+0000  2.062E+0000 -6.000E+0001
  21.750  0.00E+0000  2.035E+0000 -6.000E+0001
  21.800  0.00E+0000  2.010E+0000 -6.000E+0001
  21.850  0.00E+0000  1.984E+0000 -6.000E+0001
  21.900  0.00E+0000  1.960E+0000 -6.000E+0001
  21.950  0.00E+0000  1.935E+0000 -6.000E+0001
  22.000  0.00E+0000  1.911E+0000 -6.000E+0001
  22.050  0.00E+0000  1.888E+0000 -6.000E+0001
  22.100  0.00E+0000  1.865E+0000 -6.000E+0001
  22.150  0.00E+0000  1.842E+0000 -6.000E+0001
  22.200  0.00E+0000  1.820E+0000 -6.000E+0001
  22.250  0.00E+0000  1.798E+0000 -6.000E+0001
  22.300  0.00E+0000  1.777E+0000 -6.000E+0001
  22.350  0.00E+0000  1.756E+0000 -6.000E+0001
  22.400  0.00E+0000  1.735E+0000 -6.000E+0001
  22.450  0.00E+0000  1.715E+0000 -6.000E+0001
  22.500  0.00E+0000  1.695E+0000 -6.000E+0001
  22.550  0.00E+0000  1.675E+0000 -6.000E+0001
  22.600  0.00E+0000  1.656E+0000 -6.000E+0001
  22.650  0.00E+0000  1.637E+0000 -6.000E+0001
  22.700  0.00E+0000  1.619E+0000 -6.000E+0001
  22.750  0.00E+0000  1.600E+0000 -6.000E+0001
  22.800  0.00E+0000  1.582E+0000 -6.000E+0001
  22.850  0.00E+0000  1.565E+0000 -6.000E+0001
  22.900  0.00E+0000  1.548E+0000 -6.000E+0001
  22.950  0.00E+0000  1.531E+0000 -6.000E+0001
  23.000  0.00E+0000  1.514E+0000 -6.000E+0001
  23.050  0.00E+0000  1.497E+0000 -6.000E+0001
  23.100  0.00E+0000  1.481E+0000 -6.000E+0001
  23.150  0.00E+0000  1.466E+0000 -6.000E+0001
  23.200  0.00E+0000  1.450E+0000 -6.000E+0001
  23.250  0.00E+0000  1.435E+0000 -6.000E+0001
  23.300  0.00E+0000  1.420E+0000 -6.000E+0001
